Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"Jalandhar, Punjab, India",4,NA,9,75,491,3594,Notebooks Expert
"Sandıklı, Afyonkarahisar, Turkey",4,1,10,26,570,3597,Notebooks Expert
"Delhi, Delhi, India",10,NA,11,261,824,3598,Competitions Expert
"Toronto, Ontario, Canada",5,1,8,20,980,3599,Notebooks Expert
"İstanbul, İstanbul, Turkey",1,NA,19,55,330,3601,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",8,2,8,18,1145,3602,Notebooks Expert
"İstanbul, İstanbul, Turkey",3,3,10,20,1276,3603,Notebooks Expert
"Salt Lake City, Utah, United States",6,2,10,96,779,3604,Notebooks Expert
"Moscow, Russia",NA,3,7,496,1178,3605,Datasets Expert
"Ankara, Ankara, Turkey",NA,NA,6,32,296,3606,Notebooks Expert
"Hamar, Innlandet, Norway",1,NA,11,19,501,3671,Notebooks Expert
"Bengaluru, Karnataka, India",8,1,6,37,631,3609,Notebooks Expert
"Rochester, New York, United States",10,39,5,123,500,3610,Competitions Expert
"İstanbul, İstanbul, Turkey",NA,NA,6,11,1342,3611,Notebooks Expert
"Tokyo, Tokyo, Japan",10,1,6,33,1296,3612,Competitions Expert
"Singapore, Singapore",NA,NA,10,71,1262,3613,Notebooks Expert
"Aberdeen, Scotland, United Kingdom",22,NA,11,92,896,3615,Competitions Expert
"Kolkata, West Bengal, India",NA,4,26,13,833,3616,Notebooks Expert
"İstanbul, İstanbul, Turkey",4,NA,8,110,1806,3617,Notebooks Expert
"Noida, Uttar Pradesh, India",3,9,10,278,910,3618,Datasets Expert
"Lutsk, Volyn Oblast, Ukraine",2,3,39,10,2694,3619,Notebooks Expert
"Mumbai, Maharashtra, India",NA,NA,11,98,702,3620,Notebooks Expert
"Nagoya, Aichi, Japan",7,NA,5,12,1910,3621,Notebooks Expert
"Chennai, Tamil Nadu, India",NA,NA,6,23,3076,3622,Notebooks Expert
"Chennai, Tamil Nadu, India",1,6,25,15,707,3623,Notebooks Expert
"Faridabad, Haryana, India",NA,NA,7,13,716,3624,Notebooks Expert
"Lucknow, Uttar Pradesh, India",3,NA,14,32,862,3625,Notebooks Expert
"Balıkesir, Balıkesir, Turkey",2,1,12,33,774,3626,Notebooks Expert
"Vadodara, Gujarat, India",NA,10,12,52,694,3628,Notebooks Expert
"Nellore, Andhra Pradesh, India",1,3,19,132,720,3630,Datasets Expert
"Noida, Uttar Pradesh, India",NA,NA,5,89,654,3631,Notebooks Expert
"Mathura, Uttar Pradesh, India",NA,3,5,92,534,3692,Datasets Expert
"Chennai, Tamil Nadu, India",1,4,24,12,1083,3632,Notebooks Expert
"Ankara, Ankara, Turkey",NA,11,26,25,812,3633,Notebooks Expert
"Kolkata, West Bengal, India",NA,1,14,12,1049,3634,Notebooks Expert
"Indore, Madhya Pradesh, India",NA,NA,8,60,1083,3635,Notebooks Expert
"Gwalior, Madhya Pradesh, India",8,1,15,21,1431,3636,Notebooks Expert
"Kolkata, West Bengal, India",2,4,19,59,609,3637,Notebooks Expert
"Rangpur, Rangpur Division, Bangladesh",NA,7,16,102,710,3698,Datasets Expert
"Nilphamari, Rangpur Division, Bangladesh",9,NA,8,53,2377,3638,Notebooks Expert
"Solan, Himachal Pradesh, India",NA,2,5,20,859,3639,Notebooks Expert
"Jaipur, Rajasthan, India",NA,3,7,31,1309,3699,Datasets Expert
"Dhaka, Dhaka Division, Bangladesh",NA,7,14,85,886,3640,Datasets Expert
"Islamabad, Islamabad Capital Territory, Pakistan",NA,4,7,80,1217,3642,Datasets Expert
"Mashhad, Razavi Khorasan Province, Iran",NA,NA,7,16,1341,3643,Notebooks Expert
"New Delhi, Delhi, India",NA,NA,1,7,1746,3644,Notebooks Expert
"Horsham, England, United Kingdom",63,1,43,312,6,3646,Competitions Master
"Bengaluru, Karnataka, India",14,1,14,124,825,3647,Notebooks Expert
NA,40,NA,16,49,146,3704,Competitions Master
"Berlin, Berlin, Germany",13,1,13,15,7,3582,Notebooks Expert
"Kolkata, West Bengal, India",7,3,11,55,325,3648,Notebooks Expert
"Vancouver, British Columbia, Canada",3,2,7,141,123,3650,Notebooks Expert
"Buenos Aires, Buenos Aires, Argentina",12,NA,28,95,328,3651,Competitions Master
"Kansas City, Missouri, United States",4,NA,13,82,1353,3652,Notebooks Expert
"Hangzhou, Zhejiang, China",18,NA,14,347,126,3653,Competitions Master
"Sheffield, England, United Kingdom",4,2,19,56,327,3709,Notebooks Expert
"Beijing, Beijing, China",16,NA,5,97,110,3654,Competitions Expert
"Boston, Massachusetts, United States",1,NA,9,41,2717,3657,Notebooks Expert
"Navi Mumbai, Maharashtra, India",NA,4,21,52,1733,3658,Notebooks Expert
"Amsterdam, North Holland, Netherlands",15,NA,9,120,160,3659,Competitions Expert
"Bengaluru, Karnataka, India",3,NA,8,12,700,3719,Notebooks Expert
"Bengaluru, Karnataka, India",6,1,31,10,707,3660,Notebooks Expert
"Aurora, Illinois, United States",2,52,33,67,788,3663,Notebooks Expert
"Hyderabad, Telangana, India",NA,NA,9,24,1043,3664,Notebooks Expert
"Chennai, Tamil Nadu, India",NA,5,25,228,395,3666,Notebooks Expert
"Bellevue, Nebraska, United States",6,1,11,126,2208,3667,Notebooks Expert
"Quezon City, Metro Manila, Philippines",NA,NA,13,14,1106,3668,Notebooks Expert
"Bengaluru, Karnataka, India",34,24,15,16,1434,3669,Notebooks Expert
"Hyderabad, Telangana, India",6,4,26,505,440,3670,Notebooks Expert
"Champaign, Illinois, United States",18,11,18,56,3501,3672,Notebooks Expert
"Bengaluru, Karnataka, India",NA,4,8,18,801,3673,Notebooks Expert
"Lucknow, Uttar Pradesh, India",3,1,5,112,1555,3674,Notebooks Expert
"Roorkee, Uttarakhand, India",NA,3,11,73,778,3675,Notebooks Expert
"Hyderabad, Telangana, India",NA,NA,6,4,1776,3676,Notebooks Expert
"Agra, Uttar Pradesh, India",3,1,6,26,1492,3677,Notebooks Expert
"Kyiv, Ukraine",22,9,12,6,750,3678,Notebooks Expert
"Greater Noida, Uttar Pradesh, India",6,6,7,85,1589,3680,Notebooks Expert
"Hyderabad, Telangana, India",NA,7,18,32,1123,3681,Datasets Expert
"Madurai, Tamil Nadu, India",8,7,25,58,921,3738,Notebooks Expert
"Houston, Texas, United States",NA,1,10,100,1384,3682,Notebooks Expert
"Pune, Maharashtra, India",NA,25,20,120,684,3683,Notebooks Expert
"Rajkot, Gujarat, India",3,6,13,27,671,3684,Datasets Expert
"Coimbatore, Tamil Nadu, India",1,NA,14,57,1186,3685,Notebooks Expert
"Bristol, England, United Kingdom",1,4,10,163,2528,3686,Datasets Expert
"Bengaluru, Karnataka, India",NA,1,6,157,598,3687,Notebooks Expert
"Hyderabad, Telangana, India",NA,NA,13,27,972,3748,Notebooks Expert
"Gurugram, Haryana, India",1,4,8,21,441,3627,Datasets Expert
"Boston, Massachusetts, United States",NA,8,7,13,1504,3688,Datasets Expert
"Shiraz, Fars Province, Iran",NA,NA,5,51,1016,3689,Notebooks Expert
"Prayagraj, Uttar Pradesh, India",NA,1,8,90,600,3690,Notebooks Expert
"Katsushika City, Tokyo, Japan",3,NA,17,7,1135,3691,Notebooks Expert
"Gurugram, Haryana, India",NA,3,5,166,1052,3693,Notebooks Expert
"Mumbai, Maharashtra, India",NA,NA,6,69,729,3694,Notebooks Expert
"Tokyo, Tokyo, Japan",3,NA,9,48,1205,3564,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,3,6,133,930,3695,Datasets Expert
"Berlin, Berlin, Germany",8,NA,6,276,1879,3696,Notebooks Expert
"Albany, New York, United States",1,1,9,102,1125,3697,Notebooks Expert
"Chennai, Tamil Nadu, India",NA,NA,22,30,2372,3565,Notebooks Expert
"Konya, Konya, Turkey",1,1,8,12,2943,3700,Notebooks Expert
,2,1,7,10,1259,3701,Notebooks Expert
"Delhi, Delhi, India",NA,NA,7,49,1537,3702,Notebooks Expert
NA,NA,NA,4,1,1823,3703,Notebooks Expert
"Malmö, Skåne County, Sweden",17,3,19,222,1177,3705,Competitions Expert
"Mumbai, Maharashtra, India",53,4,6,103,648,3706,Competitions Expert
NA,35,2,46,52,1093,3763,Competitions Master
"Pittsburgh, Pennsylvania, United States",5,NA,5,25,56,3707,Notebooks Expert
"Hyderabad, Telangana, India",21,9,9,20,247,3708,Competitions Expert
"Dundee, Scotland, United Kingdom",36,5,14,136,1928,3710,Competitions Master
"Delhi, Delhi, India",9,NA,23,17,383,3711,Competitions Expert
"Chennai, Tamil Nadu, India",13,NA,26,65,53,3712,Competitions Expert
"Chennai, Tamil Nadu, India",NA,NA,8,60,1294,3713,Notebooks Expert
"Istanbul, İstanbul, Turkey",6,1,6,16,483,3714,Notebooks Expert
"Yongin-si, Gyeonggi-do, South Korea",17,4,11,163,239,3715,Competitions Master
"Hiroshima, Hiroshima, Japan",185,17,58,184,373,3716,Competitions Expert
"Madrid, Community of Madrid, Spain",NA,5,8,18,948,3717,Notebooks Expert
"Shenzhen, Guangdong Province, China",29,9,8,233,309,3718,Competitions Master
"Seoul, Seoul, South Korea",8,NA,6,15,1330,3720,Notebooks Expert
"Stuttgart, Baden-Württemberg, Germany",21,7,30,194,451,3721,Notebooks Expert
"Moscow, Russia",10,NA,8,21,212,3661,Competitions Expert
"Chennai, Tamil Nadu, India",4,1,8,192,62,3776,Notebooks Expert
"Pune, Maharashtra, India",8,1,13,8,1740,3777,Notebooks Expert
"Paris, Île-de-France, France",2,1,6,40,1466,3722,Notebooks Expert
"Bengaluru, Karnataka, India",5,NA,7,41,972,3723,Notebooks Expert
"Kraków, Lesser Poland Voivodeship, Poland",3,NA,22,57,291,3724,Notebooks Expert
"New Delhi, Delhi, India",NA,3,6,36,953,3780,Datasets Expert
"Tokyo, Tokyo, Japan",11,1,31,124,275,3725,Notebooks Expert
"Delhi, Delhi, India",17,NA,10,52,488,3726,Notebooks Expert
"New Delhi, Delhi, India",4,NA,7,13,1238,3727,Notebooks Expert
"Chennai, Tamil Nadu, India",1,NA,12,18,827,3665,Notebooks Expert
"Khopoli, Maharashtra, India",6,2,35,32,1069,3728,Notebooks Expert
"Milan, Lombardy, Italy",9,5,7,233,243,3729,Competitions Expert
"Amsterdam, North Holland, Netherlands",5,2,15,227,351,3788,Notebooks Expert
"Bengaluru, Karnataka, India",NA,1,15,127,1032,3730,Notebooks Expert
"Mumbai, Maharashtra, India",1,1,7,54,552,3731,Notebooks Expert
"Chennai, Tamil Nadu, India",NA,2,11,49,351,3732,Notebooks Expert
"Stockholm, Stockholm County, Sweden",7,7,36,275,1241,3790,Notebooks Expert
"Lexington, Kentucky, United States",4,1,6,14,2823,3796,Notebooks Expert
"Mumbai, Maharashtra, India",NA,1,7,2,1431,3733,Notebooks Expert
"Minneapolis, Minnesota, United States",8,NA,7,73,868,3734,Notebooks Expert
"Hyderabad, Telangana, India",NA,1,20,75,738,3735,Notebooks Expert
"Indore, Madhya Pradesh, India",3,2,12,38,1041,3736,Notebooks Expert
"New Delhi, Delhi, India",2,NA,5,6,758,3737,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,8,43,302,3802,Notebooks Expert
"Seoul, Seoul, South Korea",NA,NA,20,6,713,3739,Notebooks Expert
"Prayagraj, Uttar Pradesh, India",2,NA,7,18,568,3740,Notebooks Expert
NA,8,3,38,107,2716,3741,Notebooks Expert
"Chennai, Tamil Nadu, India",9,9,17,314,496,3742,Datasets Expert
"Chennai, Tamil Nadu, India",5,2,6,7,871,3806,Notebooks Expert
"Limerick, County Limerick, Ireland",3,2,14,114,726,3743,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,6,43,2115,3744,Notebooks Expert
"Lucknow, Uttar Pradesh, India",NA,2,16,105,1599,3745,Notebooks Expert
"Jaipur, Rajasthan, India",1,NA,7,14,1519,3746,Notebooks Expert
"Thiruvananthapuram, Kerala, India",NA,NA,5,33,787,3747,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,8,17,1949,3749,Notebooks Expert
"New Delhi, Delhi, India",1,NA,5,58,667,3750,Notebooks Expert
"Pune, Maharashtra, India",NA,NA,5,72,1826,3751,Notebooks Expert
"Delhi, Delhi, India",34,6,5,24,1210,3752,Competitions Expert
"Berlin, Berlin, Germany",NA,10,12,56,1086,3753,Datasets Expert
"Zory, Silesian Voivodeship, Poland",NA,NA,6,23,1342,3754,Notebooks Expert
"Jaipur, Rajasthan, India",NA,1,22,45,1107,3755,Notebooks Expert
"İstanbul, İstanbul, Turkey",14,NA,8,4,2236,3756,Notebooks Expert
"Jaipur, Rajasthan, India",4,3,12,228,876,3757,Notebooks Expert
"Seoul, Seoul, South Korea",NA,1,19,97,1349,3818,Notebooks Expert
"Fresnes, Île-de-France, France",NA,NA,10,110,1179,3758,Notebooks Expert
"Ankara, Ankara, Turkey",NA,5,5,33,1200,3759,Datasets Expert
NA,NA,NA,5,7,1884,3760,Notebooks Expert
"London, England, United Kingdom",7,5,13,113,433,3761,Competitions Expert
"Bengaluru, Karnataka, India",1,NA,5,1,1061,3762,Notebooks Expert
"Chelmsford, Massachusetts, United States",57,7,19,23,2465,3764,Competitions Expert
"Cape Town, Western Cape, South Africa",13,NA,7,29,177,3765,Notebooks Expert
"Los Angeles, California, United States",15,3,30,194,116,3766,Notebooks Expert
"Taipei, Taiwan",42,2,6,172,486,3767,Competitions Grandmaster
"San Francisco, California, United States",2,1,14,54,802,3844,Notebooks Expert
"Beijing, Beijing, China",30,1,14,230,155,3768,Competitions Grandmaster
"Gurugram, Haryana, India",2,3,10,94,1222,3769,Notebooks Expert
"Noida, Uttar Pradesh, India",4,1,6,41,1006,3770,Notebooks Expert
"Tallinn, Harju County, Estonia",1,NA,10,71,733,3771,Notebooks Expert
"Lausanne, Vaud, Switzerland",11,3,25,56,334,3772,Competitions Expert
"Rostov-on-Don, Rostov Oblast, Russia",27,2,10,236,999,3773,Competitions Expert
"Bandung, West Java, Indonesia",21,11,87,130,269,3774,Competitions Expert
"London, England, United Kingdom",1,1,13,65,176,3775,Notebooks Expert
"Navi Mumbai, Maharashtra, India",1,NA,8,152,1178,3850,Notebooks Expert
"Batumi, Adjara, Georgia",17,1,6,30,1513,3778,Competitions Expert
"Jaipur, Rajasthan, India",NA,1,9,15,670,3779,Notebooks Expert
"Lisbon, Lisbon, Portugal",4,NA,18,79,605,3781,Notebooks Expert
"Pittsburgh, Pennsylvania, United States",5,2,20,2,2218,3782,Notebooks Expert
"Rio de Janeiro, State of Rio de Janeiro, Brazil",3,NA,12,4,3187,3783,Notebooks Expert
"Gurugram, Haryana, India",NA,3,12,59,1654,3784,Notebooks Expert
"Kota, Rajasthan, India",7,NA,15,31,781,3785,Notebooks Expert
"Gurugram, Haryana, India",3,2,5,28,654,3786,Notebooks Expert
"London, Ontario, Canada",3,NA,7,58,314,3787,Notebooks Expert
"Seoul, Seoul, South Korea",13,NA,24,8,1016,3865,Competitions Expert
"Riga, Latvia",9,14,26,36,714,3789,Datasets Expert
"Hyderabad, Telangana, India",NA,1,14,36,819,3791,Notebooks Expert
"Jaipur, Rajasthan, India",1,NA,13,75,490,3792,Notebooks Expert
"Kielce, Swietokrzyskie, Poland",NA,2,15,54,859,3793,Notebooks Expert
"Nizhny Novgorod, Nizhny Novgorod Oblast, Russia",15,8,9,80,593,3869,Competitions Master
"Recife, State of Pernambuco, Brazil",NA,NA,7,11,553,3794,Notebooks Expert
"Ahmedabad, Gujarat, India",NA,NA,15,37,679,3795,Notebooks Expert
"Pratapgarh, Uttar Pradesh, India",7,8,19,93,743,3797,Datasets Expert
"Pune, Maharashtra, India",1,11,5,75,710,3798,Datasets Expert
"Kanpur, Uttar Pradesh, India",16,2,15,36,753,3799,Notebooks Expert
"Chennai, Tamil Nadu, India",4,5,15,119,1938,3800,Notebooks Expert
"Tokyo, Tokyo, Japan",25,1,11,38,178,3801,Competitions Expert
"Rio de Janeiro, State of Rio de Janeiro, Brazil",NA,3,11,5,747,3803,Notebooks Expert
"Lucknow, Uttar Pradesh, India",NA,2,5,34,565,3804,Notebooks Expert
"Seville, Andalusia, Spain",1,NA,10,86,2630,3805,Notebooks Expert
"Gurugram, Haryana, India",NA,4,9,83,696,3807,Notebooks Expert
"Renukoot, Uttar Pradesh, India",4,NA,10,32,858,3808,Notebooks Expert
"Mumbai, Maharashtra, India",1,4,6,87,867,3809,Datasets Expert
"Yalıkavak, Mugla, Turkey",NA,1,8,36,1440,3810,Notebooks Expert
"Mombasa, Mombasa County, Kenya",1,4,11,130,662,3811,Datasets Expert
"Guwahati, Assam, India",1,5,11,174,838,3885,Datasets Expert
"Larache, Tangier-Tétouan-Al Hoceima, Morocco",NA,1,7,110,2215,3812,Notebooks Expert
"Ahmedabad, Gujarat, India",NA,NA,16,21,925,3813,Notebooks Expert
"Mumbai, Maharashtra, India",1,3,15,123,1196,3814,Notebooks Expert
"Chennai, Tamil Nadu, India",NA,1,5,55,1654,3815,Notebooks Expert
"6th of October City, Giza Governorate, Egypt",NA,3,6,124,1081,3816,Datasets Expert
"İzmir, İzmir, Turkey",NA,1,14,18,1372,3817,Notebooks Expert
"Kannur, Kerala, India",2,1,8,71,1231,3819,Notebooks Expert
"Gwalior, Madhya Pradesh, India",NA,1,6,4,881,3820,Notebooks Expert
"Murdeshwar, Karnataka, India",NA,1,6,34,880,3821,Notebooks Expert
"Seoul, Seoul, South Korea",3,2,5,1,1157,3822,Notebooks Expert
"Noida, Uttar Pradesh, India",NA,2,7,18,1211,3823,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",4,NA,6,6,2242,3896,Notebooks Expert
"Mumbai, Maharashtra, India",NA,3,5,1,2232,3824,Datasets Expert
NA,NA,NA,4,13,1889,3825,Notebooks Expert
,NA,NA,2,13,1807,3826,Notebooks Expert
"Dubai, Dubai, United Arab Emirates",6,18,24,232,345,3827,Competitions Master
"Rotterdam, South Holland, Netherlands",3,10,51,10,2782,3828,Notebooks Expert
"Boston, Massachusetts, United States",5,NA,14,52,2136,3829,Competitions Expert
"Dublin, County Dublin, Ireland",43,14,33,278,5,3830,Competitions Grandmaster
NA,13,NA,18,124,1,3831,Competitions Master
"Wellington, Wellington, New Zealand",11,NA,10,20,128,3832,Notebooks Expert
"Antalya, Antalya, Turkey",54,NA,7,119,10,3833,Competitions Grandmaster
"London, England, United Kingdom",3,1,19,93,481,3834,Notebooks Expert
"São Paulo, State of São Paulo, Brazil",10,3,38,491,158,3836,Notebooks Expert
NA,10,1,81,61,10,3837,Notebooks Expert
"Rosice, South Moravian Region, Czechia",10,11,20,192,555,3838,Competitions Expert
"Bengaluru, Karnataka, India",26,NA,6,2,118,3839,Competitions Expert
"Budapest, Hungary",7,1,12,96,770,3840,Notebooks Expert
Canada,5,NA,10,152,143,3841,Notebooks Expert
"Moscow, Russia",38,NA,6,11,1714,3842,Competitions Expert
NA,64,6,29,"2,258",463,3843,Competitions Master
"Singapore, Singapore",9,17,13,119,1158,3845,Competitions Expert
"Thiruvananthapuram, Kerala, India",7,4,5,45,1088,3846,Notebooks Expert
"Mumbai, Maharashtra, India",NA,3,5,82,1237,3847,Datasets Expert
"Munich, Bavaria, Germany",30,7,9,86,1067,3848,Competitions Master
"Tokyo, Tokyo, Japan",25,37,6,87,610,3849,Competitions Master
"Munich, Bavaria, Germany",5,NA,25,193,114,3851,Competitions Expert
"Daejeon, Daejeon, South Korea",11,1,6,48,770,3852,Competitions Master
"London, England, United Kingdom",3,NA,6,122,217,3853,Notebooks Expert
"Kolkata, West Bengal, India",NA,NA,17,35,1329,3854,Notebooks Expert
"Kraków, Lesser Poland Voivodeship, Poland",NA,NA,5,2,536,3855,Notebooks Expert
"Gurugram, Haryana, India",45,1,13,87,217,3856,Notebooks Expert
"Richmond, Virginia, United States",12,NA,13,90,215,3857,Notebooks Expert
"Delhi, Delhi, India",6,2,8,18,1464,3858,Notebooks Expert
"Greater Noida, Uttar Pradesh, India",4,8,8,87,994,3859,Notebooks Expert
"Toronto, Ontario, Canada",1,2,6,38,712,3928,Notebooks Expert
"Punjab, Pakistan",8,1,8,91,476,3860,Notebooks Expert
"Pune, Maharashtra, India",2,NA,14,164,541,3861,Notebooks Expert
"Islamabad, Islamabad Capital Territory, Pakistan",NA,NA,5,40,1677,3862,Notebooks Expert
"Warsaw, Masovian Voivodeship, Poland",4,1,5,19,2347,3863,Notebooks Expert
"Hyderabad, Telangana, India",7,7,8,55,719,3864,Notebooks Expert
"Rabat, Rabat-Salé-Kénitra, Morocco",1,NA,6,110,329,3933,Notebooks Expert
"Chennai, Tamil Nadu, India",NA,5,11,214,913,3866,Datasets Expert
"Delhi, Delhi, India",7,3,5,137,630,3867,Competitions Expert
"Blumenau, State of Santa Catarina, Brazil",16,NA,14,38,423,3868,Notebooks Expert
"Toronto, Ontario, Canada",2,9,24,20,415,3870,Notebooks Expert
"Delhi, Delhi, India",NA,NA,7,66,932,3871,Notebooks Expert
"Mumbai, Maharashtra, India",1,4,13,13,708,3939,Notebooks Expert
"Pune, Maharashtra, India",NA,2,10,189,1037,3872,Notebooks Expert
"Bengaluru, Karnataka, India",NA,6,21,20,412,3873,Notebooks Expert
"Rio de Janeiro, State of Rio de Janeiro, Brazil",1,3,9,29,664,3874,Notebooks Expert
"Volokolamsk, Moscow Oblast, Russia",8,51,13,32,904,3875,Notebooks Expert
"Bengaluru, Karnataka, India",2,7,5,67,1656,3876,Notebooks Expert
"Gurugram, Haryana, India",NA,3,10,135,673,3877,Datasets Expert
"Noida, Uttar Pradesh, India",5,3,14,22,600,3878,Notebooks Expert
"İstanbul, Istanbul, Turkey",6,2,12,6,813,3879,Notebooks Expert
"College Station, Texas, United States",NA,NA,4,75,991,3880,Notebooks Expert
"Gwalior, Madhya Pradesh, India",NA,1,8,11,1206,3950,Notebooks Expert
"Leeds, England, United Kingdom",NA,7,9,63,968,3952,Notebooks Expert
"Kolkata, West Bengal, India",1,1,6,40,1076,3881,Notebooks Expert
"Tallinn, Harju County, Estonia",NA,2,7,25,923,3882,Notebooks Expert
"Mumbai, Maharashtra, India",1,1,8,110,646,3883,Notebooks Expert
"Bengaluru, Karnataka, India",2,NA,6,36,2255,3884,Notebooks Expert
"Hamamatsu, Shizuoka, Japan",NA,1,11,77,1416,3886,Notebooks Expert
"Mymensingh, Dhaka Division, Bangladesh",NA,1,6,191,706,3887,Notebooks Expert
"Portland, Oregon, United States",1,2,5,45,809,3888,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,7,10,1408,3889,Notebooks Expert
"Ernakulam, Kerala, India",4,2,12,48,1063,3890,Notebooks Expert
"Almora, Uttarakhand, India",NA,NA,6,220,465,3891,Notebooks Expert
"Zhenjiang, Jiangsu, China",NA,1,7,24,1264,3892,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,6,3,1404,3965,Notebooks Expert
"Brighton, England, United Kingdom",NA,3,10,18,839,3893,Notebooks Expert
"Binghamton, New York, United States",NA,2,6,71,1447,3894,Notebooks Expert
"Brisbane, Queensland, Australia",NA,3,5,65,1396,3895,Notebooks Expert
"New Delhi, Delhi, India",NA,NA,1,8,1996,3897,Notebooks Expert
"Lisse, South Holland, Netherlands",8,2,35,33,380,3898,Notebooks Expert
"Yokohama, Kanagawa, Japan",58,NA,14,106,207,3899,Competitions Expert
"Santiago, Santiago Metropolitan Region, Chile",42,NA,27,144,95,3900,Competitions Grandmaster
"Milan, Lombardy, Italy",5,NA,5,70,237,3901,Competitions Expert
"London, England, United Kingdom",11,2,13,74,569,3835,Notebooks Expert
"Kyiv, Ukraine",41,3,51,10,2479,3902,Competitions Expert
"Kolkata, West Bengal, India",NA,1,9,89,764,3903,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,7,38,479,3904,Notebooks Expert
"Bengaluru, Karnataka, India",58,2,7,38,436,3905,Competitions Expert
"Kolkata, West Bengal, India",1,3,7,75,698,3906,Notebooks Expert
"Hong Kong, Hong Kong",12,2,8,31,158,3907,Notebooks Expert
"Atlanta, Georgia, United States",2,1,8,223,8,3978,Notebooks Expert
"Manchester, England, United Kingdom",NA,4,16,8,333,3909,Notebooks Expert
"Yaroslavl, Yaroslavl Oblast, Russia",17,2,12,86,559,3910,Competitions Expert
"Seoul, Seoul, South Korea",45,4,9,30,71,3911,Competitions Master
"Kharagpur, West Bengal, India",18,NA,24,47,97,3912,Notebooks Expert
"Moscow, Russia",24,NA,10,33,283,3913,Notebooks Expert
"Kyiv, Ukraine",33,NA,9,33,3346,3914,Competitions Expert
"Bengaluru, Karnataka, India",4,NA,10,21,1940,3915,Notebooks Expert
"Cambridge, England, United Kingdom",3,4,6,23,2612,3916,Notebooks Expert
"Bengaluru, Karnataka, India",4,3,22,53,458,3917,Notebooks Expert
"Dhaka, Dhaka Division, Bangladesh",7,NA,10,100,283,3984,Notebooks Expert
"Salvador, State of Bahia, Brazil",1,NA,9,27,3190,3918,Notebooks Expert
"Kathmandu, Central Development Region, Nepal",20,NA,16,52,733,3919,Notebooks Expert
"São Paulo, State of São Paulo, Brazil",1,2,11,3,2416,3920,Notebooks Expert
"Rainham, England, United Kingdom",11,1,9,15,1944,3921,Notebooks Expert
"Lima, Callao Region, Peru",7,4,32,89,577,3922,Notebooks Expert
"Venice, Veneto, Italy",3,1,16,21,1599,3987,Notebooks Expert
"New Delhi, Delhi, India",17,1,6,89,164,3923,Notebooks Expert
"Madison, Wisconsin, United States",3,9,13,97,2378,3924,Datasets Expert
"Seongnam-si, Gyeonggi-do, South Korea",11,NA,15,232,238,3925,Competitions Expert
"Hyderabad, Telangana, India",4,2,15,32,1141,3926,Notebooks Expert
"Bikaner, Rajasthan, India",4,8,10,595,979,3927,Notebooks Expert
"Santander, Cantabria, Spain",1,3,13,23,1479,3990,Notebooks Expert
"Erzurum, Erzurum, Turkey",3,2,41,17,1605,3929,Notebooks Expert
"New York, New York, United States",2,3,20,15,436,3992,Notebooks Expert
"Pune, Maharashtra, India",7,NA,5,49,1169,3930,Notebooks Expert
"Ankara, Ankara, Turkey",NA,1,24,7,810,3931,Notebooks Expert
"Pune, Maharashtra, India",6,NA,12,84,244,3932,Notebooks Expert
"Prague, Prague, Czechia",2,1,16,39,1134,3934,Notebooks Expert
"Chennai, Tamil Nadu, India",1,4,7,2,903,3935,Datasets Expert
"Bengaluru, Karnataka, India",NA,2,14,20,752,3936,Notebooks Expert
"Pune, Maharashtra, India",NA,NA,9,53,606,3937,Notebooks Expert
"Wilmington, Delaware, United States",2,5,7,1,675,3938,Notebooks Expert
"Delhi, Delhi, India",7,3,6,113,842,3940,Notebooks Expert
"Delhi, Delhi, India",NA,NA,7,159,1109,3941,Notebooks Expert
"Amsterdam, North Holland, Netherlands",NA,2,17,13,2532,3942,Notebooks Expert
"Kolkata, West Bengal, India",3,NA,7,19,929,3943,Notebooks Expert
"Toulouse, Occitanie, France",3,NA,6,4,3907,3944,Notebooks Expert
"Kolkata, West Bengal, India",1,2,15,24,1129,3945,Notebooks Expert
"Dhanbad, Jharkhand, India",40,27,8,15,1733,3946,Competitions Expert
NA,NA,1,9,12,995,3947,Notebooks Expert
"Pune, Maharashtra, India",NA,NA,8,8,612,3948,Notebooks Expert
"São Bernardo do Campo, State of São Paulo, Brazil",1,3,5,138,552,3949,Datasets Expert
"Hyderabad, Telangana, India",NA,NA,7,99,793,3951,Notebooks Expert
"Gurugram, Haryana, India",3,8,8,116,673,3953,Notebooks Expert
"Jaipur, Rajasthan, India",1,6,9,15,2177,3954,Notebooks Expert
"Turin, Piedmont, Italy",1,4,7,338,635,3955,Datasets Expert
"New Delhi, Delhi, India",2,2,11,33,1237,3956,Notebooks Expert
"Coimbatore, Tamil Nadu, India",NA,3,7,40,627,3957,Datasets Expert
